backend,dataset,seed,round,clients,samples_per_client,partition_manifest,mean_client_loss,test_loss,test_accuracy,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity,key_generation_seconds,encryption_seconds,aggregation_seconds,decryption_seconds,ciphertext_bytes
lee_ckks,mnist,2,1,5,100,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,2.2557578754425047,2.149540588378906,0.2804,9.027321699999998,2.227653438940263e-08,1.979207633885308e-09,1.1474613643917606e-06,0.9999999999993421,0.34271159999999945,0.391854699999989,0.0077437000000024625,0.021964399999998108,11701680
lee_ckks,mnist,2,2,5,100,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,2.0915718393325804,1.8657253799438476,0.6331,7.8782679999999985,1.9398065127519378e-08,1.9235315338992155e-09,8.097378143128114e-07,0.9999999999996722,0.3547714000000006,0.3290149000000149,0.004995100000005692,0.01630500000000268,11701021
lee_ckks,mnist,2,3,5,100,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,1.737694576263428,1.4035332116127015,0.613,7.606526899999999,1.8419661723678444e-08,1.9416612035776422e-09,6.032444714317469e-07,0.9999999999998179,0.3214199999999998,0.2802107999999919,0.008661700000001105,0.015226100000003129,11698655
lee_ckks,mnist,2,4,5,100,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,1.4731889414787291,1.0786490293502808,0.6985,7.033817200000001,2.033161588307214e-08,1.978837864364662e-09,6.650302051417253e-07,0.9999999999997792,0.3066207000000034,0.23542429999999115,0.003818600000002448,0.012002200000011953,11699641
lee_ckks,mnist,2,5,5,100,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,1.0308141705989837,0.8781767007112503,0.725,7.090850400000001,1.5947565597902335e-08,1.9680332013869334e-09,7.798146243440552e-07,0.9999999999996959,0.29914360000000073,0.2350740999999772,0.0037989000000138162,0.012090600000007612,11697504
