backend,dataset,seed,round,clients,samples_per_client,partition_manifest,source_label,target_label,malicious_fraction,malicious_client_ids,attack_schedule,attack_active,mean_client_loss,test_loss,test_accuracy,source_recall,targeted_attack_success_rate,unaffected_macro_recall,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity
plaintext,mnist,3,1,10,100,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,1,7,0.1,8,first_third,True,2.2999367384910583,2.17875104637146,0.3591,0.7656387665198238,0.0,0.31044377569873216,12.804626600000002,0.0,0.0,0.0,1.0
plaintext,mnist,3,2,10,100,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,1,7,0.1,8,first_third,True,2.128701141834259,1.9668359676361085,0.5065,0.7682819383259912,0.2185022026431718,0.4702815138650736,11.039964900000001,0.0,0.0,0.0,1.0
plaintext,mnist,3,3,10,100,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,1,7,0.1,8,first_third,False,1.8570951290130615,1.539191100883484,0.6061,0.9973568281938326,0.0,0.5544346929884975,11.483305099999999,0.0,0.0,0.0,1.0
plaintext,mnist,3,4,10,100,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,1,7,0.1,8,first_third,False,1.435207204580307,1.1205990029335022,0.6873,0.9691629955947136,0.0,0.6492176170745061,10.054489400000001,0.0,0.0,0.0,1.0000000000000002
plaintext,mnist,3,5,10,100,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,1,7,0.1,8,first_third,False,1.0942477377653121,0.9920754702091217,0.6561,0.9594713656387666,0.0,0.6142225742912045,12.372046800000007,0.0,0.0,0.0,1.0
