backend,dataset,seed,round,clients,samples_per_client,partition_manifest,partitioning,dirichlet_alpha,source_label,target_label,malicious_fraction,malicious_client_ids,malicious_source_samples,attack_schedule,attack_active,mean_client_loss,test_loss,test_accuracy,source_recall,targeted_attack_success_rate,unaffected_macro_recall,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity,key_generation_seconds,encryption_seconds,aggregation_seconds,decryption_seconds,ciphertext_bytes
lee_ckks,mnist,1,1,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.0,,0,all_rounds,False,2.0373230915069582,2.1924813388824465,0.3458,0.0,0.0052863436123348016,0.3878033257855869,26.065159099999995,2.4372246822686303e-08,2.7627925297409035e-09,1.337021478072034e-06,0.999999999999106,0.5826108999999988,0.8316698999999979,0.014996100000008283,0.019135200000000907,23402572
lee_ckks,mnist,1,2,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.0,,0,all_rounds,False,1.84689044713974,1.97494070892334,0.4117,0.0,0.0,0.4607107736358667,22.246647199999998,2.3197842338035235e-08,2.7698316882907847e-09,1.2638447250617339e-06,0.9999999999992015,0.33750790000000563,0.7466723000000073,0.014511099999999999,0.019634700000004557,23404152
lee_ckks,mnist,1,3,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.0,,0,all_rounds,False,1.5962065303325652,1.741518714904785,0.4207,0.0,0.0,0.47180840289611253,21.481851,2.6527653074095818e-08,2.750906630960725e-09,1.1094139198257865e-06,0.9999999999993849,0.37833450000000823,0.642304900000056,0.012412800000049629,0.018302900000009004,23401209
lee_ckks,mnist,1,4,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.0,,0,all_rounds,False,1.3966127287149428,1.4656726305007934,0.469,0.0,0.0,0.5275805077305503,20.9343181,2.630076796064293e-08,2.7994206689822276e-09,1.118909451391216e-06,0.9999999999993738,0.33273870000000727,0.6702987999999834,0.01139720000001887,0.017451600000001122,23399582
lee_ckks,mnist,1,5,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.0,,0,all_rounds,False,1.1492282912731169,1.126523859357834,0.654,0.8299559471365638,0.001762114537444934,0.6247654772652328,21.369101400000005,2.6487130800625057e-08,2.8244862055439713e-09,1.2584455641199087e-06,0.9999999999992081,0.33170409999999606,0.6202844999999968,0.013535599999997316,0.014690200000003983,23400644
