backend,dataset,seed,round,clients,samples_per_client,partition_manifest,partitioning,dirichlet_alpha,source_label,target_label,malicious_fraction,malicious_client_ids,attack_schedule,attack_active,mean_client_loss,test_loss,test_accuracy,source_recall,targeted_attack_success_rate,unaffected_macro_recall,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity
plaintext,mnist,1,1,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.1,4,all_rounds,True,2.0351688885688786,2.193317064857483,0.3464,0.0,0.007048458149779736,0.38843987493868837,18.025896099999997,0.0,0.0,0.0,1.0
plaintext,mnist,1,2,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.1,4,all_rounds,True,1.8454602241516114,1.9773458316802979,0.4131,0.0,0.0,0.46227809632885525,17.205182800000003,0.0,0.0,0.0,1.0
plaintext,mnist,1,3,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.1,4,all_rounds,True,1.5961415653228759,1.742775560760498,0.4264,0.0,0.0,0.47826621389261237,17.3183906,0.0,0.0,0.0,1.0000000000000002
plaintext,mnist,1,4,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.1,4,all_rounds,True,1.3956730817556384,1.4744674897193908,0.4667,0.0,0.0,0.5249398856037529,16.980152000000004,0.0,0.0,0.0,0.9999999999999999
plaintext,mnist,1,5,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-1.json,dirichlet,1.0,1,7,0.1,4,all_rounds,True,1.1498021266460419,1.132673180103302,0.6513,0.7991189427312775,0.003524229074889868,0.6256326661547976,16.433631200000008,0.0,0.0,0.0,1.0000000000000002
