backend,dataset,seed,round,clients,samples_per_client,partition_manifest,partitioning,dirichlet_alpha,source_label,target_label,malicious_fraction,malicious_client_ids,attack_schedule,attack_active,mean_client_loss,test_loss,test_accuracy,source_recall,targeted_attack_success_rate,unaffected_macro_recall,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity
plaintext,mnist,5,1,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-5.json,dirichlet,1.0,1,7,0.0,,all_rounds,False,2.016021502971649,2.0933533559799193,0.3389,0.5013215859030837,0.0,0.3113466241341779,19.5400243,0.0,0.0,0.0,0.9999999999999998
plaintext,mnist,5,2,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-5.json,dirichlet,1.0,1,7,0.0,,all_rounds,False,1.7553170228004453,1.8374300706863402,0.3177,0.36916299559471366,0.02555066079295154,0.3000783866107439,18.989685999999995,0.0,0.0,0.0,1.0000000000000002
plaintext,mnist,5,3,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-5.json,dirichlet,1.0,1,7,0.0,,all_rounds,False,1.522712302684784,1.519348141860962,0.5553,0.8599118942731278,0.004405286343612335,0.5142802447738513,17.752268300000004,0.0,0.0,0.0,1.0000000000000002
plaintext,mnist,5,4,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-5.json,dirichlet,1.0,1,7,0.0,,all_rounds,False,1.276591205596924,1.1718069746017457,0.6662,0.9039647577092511,0.0,0.6370827530056689,17.650778700000004,0.0,0.0,0.0,1.0
plaintext,mnist,5,5,10,100,results\partitions\mnist_dirichlet-alpha-1_clients-10_samples-100_seed-5.json,dirichlet,1.0,1,7,0.0,,all_rounds,False,1.0056601307392121,0.9762979248046875,0.7395,0.9083700440528635,0.004405286343612335,0.7189113759482187,20.499606400000005,0.0,0.0,0.0,1.0
