backend,clients,seed,passes_acceptance,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity,key_generation_seconds,encryption_seconds,aggregation_seconds,decryption_seconds,ciphertext_bytes,security_level,multiplication_depth,polynomial_degree,round_decimals
fedshe_ckks,1,1,True,2.138630738854645e-07,3.000622473399695e-08,3.1312408073489256e-06,0.9999999999950976,0.043339131999800884,0.050011166000786034,2.422600027784938e-05,0.014056968000204506,1049028,128,0,16384,8
fedshe_ckks,1,2,True,2.8766433119754853e-07,2.977905434535235e-08,2.944466064465067e-06,0.9999999999956651,0.021700211000279523,0.048642304000168224,2.484700007698848e-05,0.014298294000127498,1049028,128,0,16384,8
fedshe_ckks,1,3,True,2.7279106229547573e-07,2.9670930451376852e-08,2.957038648965902e-06,0.9999999999956279,0.018093983000198932,0.040885595999952784,2.267400031996658e-05,0.013220868999724189,1049028,128,0,16384,8
fedshe_ckks,1,4,True,2.8070771485575775e-07,2.961282837853942e-08,2.983036203865552e-06,0.9999999999955508,0.026922838000245974,0.04457299099976808,3.054199987673201e-05,0.01407943499953035,1049028,128,0,16384,8
fedshe_ckks,1,5,True,1.8774260401692444e-07,2.9651073515209883e-08,2.9793009539361277e-06,0.9999999999955627,0.019284151999727328,0.046093003999885696,1.8013000044447836e-05,0.023028073999739718,1049028,128,0,16384,8
fedshe_ckks,2,1,True,4.1322161357178373e-07,4.2460979083331944e-08,6.161299817110181e-06,0.9999999999810205,0.01830777000031958,0.09667150900077104,0.005146327000602469,0.02030184300019755,2098056,128,0,16384,8
fedshe_ckks,2,2,True,3.0010339683965437e-07,4.199893749241135e-08,5.869993599587896e-06,0.9999999999827716,0.02196814299986727,0.0874495529997148,0.0005928069995206897,0.016218552999816893,2098056,128,0,16384,8
fedshe_ckks,2,3,True,3.400377099407881e-07,4.1842917444777136e-08,5.913143519733147e-06,0.9999999999825183,0.023535469999842462,0.08278236000069228,0.000492177000069205,0.015200965000076394,2098056,128,0,16384,8
fedshe_ckks,2,4,True,2.864367502769527e-07,4.2316846031310545e-08,5.992196876996621e-06,0.9999999999820481,0.03260606599997118,0.08472798299953865,0.0004645340000024589,0.016428925000127492,2098056,128,0,16384,8
fedshe_ckks,2,5,True,3.336678746155685e-07,4.195531280682744e-08,6.063314826367401e-06,0.9999999999816184,0.0247556640001676,0.12890259199957654,0.0006926099999873259,0.017193796999890765,2098056,128,0,16384,8
fedshe_ckks,5,1,True,5.861407289693959e-07,6.607611659156236e-08,1.4911676378888768e-05,0.9999999998889075,0.02893658199991478,0.2626146789998529,0.0018402629998490738,0.016172077999726753,5245140,128,0,16384,8
fedshe_ckks,5,2,True,4.772024597881133e-07,6.582193241941563e-08,1.4842470034141328e-05,0.9999999998898563,0.026368962999640644,0.2766866689999006,0.0016198950002035417,0.018326704999708454,5245140,128,0,16384,8
fedshe_ckks,5,3,True,5.8333157332063e-07,6.567532637574039e-08,1.493173390263146e-05,0.9999999998885227,0.025556169000083173,0.2832452039992859,0.009182960999623901,0.017310171000190167,5245140,128,0,16384,8
fedshe_ckks,5,4,True,5.066259077136231e-07,6.605548042576659e-08,1.4194230407238322e-05,0.9999999998992745,0.022775391999857675,0.27088805100083846,0.0019767809994846175,0.01586369899996498,5245140,128,0,16384,8
fedshe_ckks,5,5,True,4.3909528118449975e-07,6.516854804217743e-08,1.4940789534077856e-05,0.9999999998883876,0.024296883000261005,0.29423907599948507,0.0021775210002488166,0.023747432999698503,5245140,128,0,16384,8
fedshe_ckks,10,1,True,6.309673884151955e-07,9.364777619068819e-08,2.9956068090095488e-05,0.9999999995513719,0.03908330799959003,0.5053730030012957,0.004290679999940039,0.01637962399991011,10490280,128,0,16384,8
fedshe_ckks,10,2,True,6.190049860908473e-07,9.250067550048531e-08,2.984781705912084e-05,0.9999999995546053,0.027404227000261017,0.5911141659998975,0.00921917800042138,0.019850475000112056,10490280,128,0,16384,8
fedshe_ckks,10,3,True,6.09894901042532e-07,9.450520433763686e-08,2.9935948542518027e-05,0.9999999995519194,0.027560577999793168,0.52418831200157,0.005084433999854809,0.018650375000106578,10490280,128,0,16384,8
fedshe_ckks,10,4,True,6.966994035208923e-07,9.250527901495291e-08,2.833495513628637e-05,0.9999999995985869,0.02288000499993359,0.48390438999967955,0.0037642000002051645,0.020051937999596703,10490280,128,0,16384,8
fedshe_ckks,10,5,True,6.80372969759542e-07,9.376953003562319e-08,2.9388290547782804e-05,0.9999999995682313,0.026017046000106347,0.6341214409999338,0.006629001000419521,0.0215886410001076,10490280,128,0,16384,8
