noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.11150717735290527,192.14242446422577,2.9964873790740967,27.123266410827636,7.1200110912323,2.301708698272705,0.027542829513549805,396.9856607913971,397.1014177799225
