backend,dataset,seed,clients,samples_per_client,rounds,member_samples,nonmember_samples,partition_manifest,loss_roc_auc,loss_tpr_at_fpr_01,loss_tpr_at_fpr_001,loss_membership_advantage,confidence_roc_auc,confidence_tpr_at_fpr_01,confidence_tpr_at_fpr_001,confidence_membership_advantage,total_key_generation_seconds,total_encryption_seconds,total_aggregation_seconds,total_decryption_seconds,total_ciphertext_bytes
fedshe_ckks,mnist,2,5,100,5,500,500,results/partitions/mnist_iid_clients-5_samples-100_seed-2.json,0.523052,0.01,0.004,0.09599999999999997,0.523052,0.01,0.004,0.09599999999999997,0.10832519400008778,1.4456323779994023,0.017037418000029447,0.11422954900012883,39338550.0
