backend,dataset,seed,clients,samples_per_client,rounds,member_samples,nonmember_samples,partition_manifest,loss_roc_auc,loss_tpr_at_fpr_01,loss_tpr_at_fpr_001,loss_membership_advantage,confidence_roc_auc,confidence_tpr_at_fpr_01,confidence_tpr_at_fpr_001,confidence_membership_advantage,total_key_generation_seconds,total_encryption_seconds,total_aggregation_seconds,total_decryption_seconds,total_ciphertext_bytes
fedshe_ckks,mnist,3,5,100,5,500,500,results/partitions/mnist_iid_clients-5_samples-100_seed-3.json,0.548748,0.018,0.008,0.10800000000000004,0.548748,0.018,0.008,0.10800000000000004,0.08925319999997328,1.2084779289996845,0.015912648000039553,0.09085532600005308,39338550.0
