backend,dataset,seed,clients,samples_per_client,rounds,member_samples,nonmember_samples,partition_manifest,loss_roc_auc,loss_tpr_at_fpr_01,loss_tpr_at_fpr_001,loss_membership_advantage,confidence_roc_auc,confidence_tpr_at_fpr_01,confidence_tpr_at_fpr_001,confidence_membership_advantage,total_key_generation_seconds,total_encryption_seconds,total_aggregation_seconds,total_decryption_seconds,total_ciphertext_bytes
lee_ckks,mnist,3,5,100,5,500,500,results\partitions\mnist_iid_clients-5_samples-100_seed-3.json,0.5485720000000001,0.018,0.008,0.10999999999999999,0.5485720000000001,0.018,0.008,0.10999999999999999,2.7875513999999946,3.1480953000000262,0.06906890000001908,0.17340839999999247,58499826.0
