backend,dataset,seed,clients,samples_per_client,rounds,member_samples,nonmember_samples,partition_manifest,loss_roc_auc,loss_tpr_at_fpr_01,loss_tpr_at_fpr_001,loss_membership_advantage,confidence_roc_auc,confidence_tpr_at_fpr_01,confidence_tpr_at_fpr_001,confidence_membership_advantage,total_key_generation_seconds,total_encryption_seconds,total_aggregation_seconds,total_decryption_seconds,total_ciphertext_bytes
lee_ckks,mnist,4,5,100,5,500,500,results\partitions\mnist_iid_clients-5_samples-100_seed-4.json,0.543592,0.008,0.0,0.09199999999999997,0.543592,0.008,0.0,0.09199999999999997,2.4186739999999958,3.461239400000032,0.061467500000020436,0.15999530000000917,58498013.0
