noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.0610194206237793,127.87003874778748,1.0010740756988525,14.288150238990784,3.7101824283599854,2.2280663728713987,0.025446176528930664,261.75418972969055,261.88598370552063
