backend,dataset,seed,round,clients,samples_per_client,partition_manifest,mean_client_loss,test_loss,test_accuracy,round_seconds,max_absolute_error,mean_absolute_error,relative_l2_error,cosine_similarity,key_generation_seconds,encryption_seconds,aggregation_seconds,decryption_seconds,ciphertext_bytes
lee_ckks,synthetic,9,1,2,20,results\partitions\synthetic_iid_clients-2_samples-20_seed-9.json,2.3307046413421633,2.324207553863525,0.17,0.8256295999999992,1.0067160821007441e-08,1.2468389789456926e-09,1.1543712515509614e-06,0.9999999999993336,0.3910438000000003,0.14441230000000083,0.0022460000000013025,0.01942850000000007,4680068
