noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.028599023818969727,57.323559403419495,1.7445552349090576,13.651386380195618,2.77268385887146,0.21290576457977295,0.004780292510986328,92.38095760345459,92.45199346542358
