observation,score_method,dataset,partitioning,dirichlet_alpha,seed,clients,rounds,attack_samples_per_class,nonmember_sampling,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,gaussian_cdf,mnist,dirichlet,1.0,5,5,5,50,class_matched,results\partitions\mnist_dirichlet-alpha-1_clients-5_samples-100_seed-5.json,applicable,0.7442966634085812,0.7265286043930052,0.5404,0.0,0.0,0.21999999999999997
