observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,mnist,1,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-1.json,applicable,0.029118641744311318,0.019384423815778665,0.5544,0.12,0.12,0.18
