observation,score_method,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,gaussian_cdf,mnist,1,10,5,50,results\partitions\mnist_iid_clients-10_samples-100_seed-1.json,applicable,0.5456778728045986,0.5041443743806702,0.6072,0.08,0.08,0.26000000000000006
