observation,score_method,dataset,partitioning,dirichlet_alpha,seed,clients,rounds,attack_samples_per_class,nonmember_sampling,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,margin,mnist,iid,,4,5,5,50,class_matched,results\partitions\mnist_iid_clients-5_samples-100_seed-4.json,applicable,0.02989549758250801,0.005634176789938026,0.61,0.08,0.08,0.2
