observation,score_method,dataset,partitioning,dirichlet_alpha,seed,clients,rounds,attack_samples_per_class,nonmember_sampling,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,gaussian_cdf,mnist,iid,,3,5,5,50,class_matched,results\partitions\mnist_iid_clients-5_samples-100_seed-3.json,applicable,0.5135359440060183,0.4961818183043821,0.526,0.0,0.0,0.14
