observation,score_method,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,gaussian_cdf,mnist,5,10,5,50,results\partitions\mnist_iid_clients-10_samples-100_seed-5.json,applicable,0.4600365228807955,0.44295048465588266,0.5892000000000001,0.0,0.0,0.27999999999999997
