observation,score_method,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
colluding_clients,gaussian_cdf,mnist,4,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-4.json,applicable,0.5750423746238646,0.5126545695017285,0.6248,0.06,0.06,0.28
