observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,mnist,3,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-3.json,applicable,0.02345499313784627,-0.014799868735705934,0.6432000000000001,0.04,0.04,0.26
