observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
route_aggregate,mnist,3,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-3.json,applicable,0.10027738200018865,0.0968294664035113,0.5227999999999999,0.02,0.02,0.14
