observation,score_method,dataset,partitioning,dirichlet_alpha,seed,clients,rounds,attack_samples_per_class,nonmember_sampling,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,margin,mnist,iid,,3,5,5,50,class_matched,results\partitions\mnist_iid_clients-5_samples-100_seed-3.json,applicable,0.02345499313784627,0.013821580079579272,0.5364,0.04,0.04,0.12
