observation,score_method,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,gaussian_cdf,mnist,3,10,5,50,results\partitions\mnist_iid_clients-10_samples-100_seed-3.json,applicable,0.5070243185699868,0.43639714572589056,0.6579999999999999,0.02,0.02,0.4
