observation,score_method,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
colluding_clients,gaussian_cdf,mnist,1,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-1.json,applicable,0.5381591180079497,0.5086601946666766,0.574,0.02,0.02,0.26
