observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,mnist,5,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-5.json,applicable,-0.011756719503058797,-0.045937415571275515,0.6023999999999999,0.02,0.02,0.21999999999999997
