observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
route_aggregate,mnist,2,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-2.json,applicable,0.10813494843737753,0.1120914767371677,0.48279999999999995,0.0,0.0,0.09999999999999998
