observation,dataset,seed,clients,rounds,attack_samples_per_class,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
route_aggregate,mnist,1,5,5,50,results\partitions\mnist_iid_clients-5_samples-100_seed-1.json,applicable,0.1231915238208589,0.11686636179704576,0.5356,0.0,0.0,0.12
