observation,score_method,dataset,partitioning,dirichlet_alpha,seed,clients,rounds,attack_samples_per_class,nonmember_sampling,partition_manifest,applicability,member_score_mean,nonmember_score_mean,roc_auc,tpr_at_fpr_01,tpr_at_fpr_001,membership_advantage
individual_plaintext,margin,mnist,iid,,1,5,5,50,class_matched,results\partitions\mnist_iid_clients-5_samples-100_seed-1.json,applicable,0.029118641744311318,0.010422704404737802,0.5751999999999999,0.02,0.02,0.18000000000000005
