noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.14159226417541504,177.27139348983764,2.269594192504883,23.52107753753662,5.011125326156616,5.665110921859741,0.02898859977722168,401.20051646232605,401.3426716327667
